,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
3990,55,Bangladesh,Sri Lanka,1,170,2,8.95,Colombo,176,6,46.0
2890,35,New Zealand,Australia,0,29,10,12.43,Auckland,243,106,42.0
6930,87,India,South Africa,1,79,8,12.47,Johannesburg,203,82,21.0
42034,648,New Zealand,Bangladesh,1,127,8,8.02,Pallekele,191,25,25.0
44391,669,West Indies,Australia,1,73,8,7.42,Colombo,205,61,29.0
33373,554,Afghanistan,India,1,55,7,4.85,St Lucia,115,52,29.0
56667,828,England,South Africa,1,81,6,6.66,Cape Town,134,47,30.0
31597,539,New Zealand,West Indies,1,16,10,8.0,Hamilton,191,108,31.0
28700,503,Australia,New Zealand,1,94,7,6.71,Sydney,150,36,31.0
28049,498,South Africa,Bangladesh,0,15,10,6.0,Johannesburg,118,105,31.0
63107,927,India,West Indies,1,55,10,8.92,Mumbai,192,83,28.0
14483,195,Sri Lanka,Australia,0,3,9,3.0,Melbourne,142,114,29.0
3842,54,Bangladesh,Sri Lanka,4,118,5,7.7,Colombo,155,28,32.0
10667,138,Australia,India,0,1,9,2.0,Melbourne,132,117,31.0
12285,153,New Zealand,India,2,2,10,12.0,Hamilton,212,119,32.0
47564,711,New Zealand,England,0,19,9,3.93,Wellington,139,91,31.0
32317,544,Australia,Pakistan,0,105,2,5.89,Dubai,108,13,25.0
57649,837,Sri Lanka,Pakistan,4,70,6,6.77,Colombo,172,58,25.0
40830,632,India,England,0,1,10,2.0,Kolkata,120,117,26.0
44091,667,India,South Africa,1,10,10,8.57,Colombo,152,113,26.0
10110,132,Pakistan,South Africa,1,147,1,7.88,Centurion,168,8,26.0
23719,455,West Indies,England,0,77,9,10.04,London,208,74,23.0
30704,529,South Africa,India,1,112,6,6.28,Nottingham,130,13,24.0
3192,37,New Zealand,Australia,1,93,5,9.15,Auckland,150,59,24.0
37676,600,England,Pakistan,0,44,9,5.62,Dubai,148,73,28.0
8535,102,Sri Lanka,Bangladesh,1,1,10,1.5,Colombo,159,116,24.0
29540,517,Sri Lanka,West Indies,1,85,10,9.44,Nottingham,192,66,23.0
28880,508,Australia,West Indies,0,15,8,4.5,London,169,100,23.0
52543,788,Pakistan,Australia,1,130,7,9.51,Mirpur,191,38,22.0
19296,304,England,Australia,1,75,7,7.5,Southampton,162,60,21.0
23977,457,West Indies,South Africa,1,88,10,9.96,Johannesburg,205,67,21.0
48435,719,New Zealand,Sri Lanka,0,20,6,2.73,Pallekele,74,76,19.0
24641,467,Bangladesh,South Africa,0,119,4,7.76,Cape Town,144,28,19.0
56555,827,South Africa,Australia,1,107,8,7.83,Sydney,145,38,15.0
8085,98,Bangladesh,India,0,67,7,7.05,Colombo,139,63,15.0
51135,752,Sri Lanka,Pakistan,0,27,10,8.53,Dubai,211,101,15.0
11522,144,Bangladesh,West Indies,2,160,5,8.97,Lauderhill,184,13,16.0
59138,872,Sri Lanka,England,1,83,5,7.55,Southampton,140,54,17.0
10058,132,Pakistan,South Africa,0,89,7,8.34,Centurion,168,56,17.0
29593,517,Sri Lanka,West Indies,0,172,6,9.74,Nottingham,192,14,17.0
19396,305,Australia,England,0,40,7,6.15,Southampton,157,81,17.0
42895,657,West Indies,England,0,53,10,7.4,Pallekele,179,77,16.0
55799,821,New Zealand,Pakistan,0,73,6,6.44,Dubai,135,52,17.0
50804,749,South Africa,Pakistan,1,66,9,6.71,Dubai,150,61,16.0
50766,749,South Africa,Pakistan,0,30,10,8.57,Dubai,150,99,15.0
22311,443,England,Australia,4,163,4,8.65,Southampton,179,7,7.0
39781,621,South Africa,Australia,1,66,8,6.19,Cape Town,146,56,11.0
54710,810,Sri Lanka,Bangladesh,2,2,10,12.0,Chittagong,168,119,16.0
52887,792,West Indies,Bangladesh,1,55,10,6.6,Mirpur,171,70,16.0
38274,607,New Zealand,Sri Lanka,0,32,8,6.19,Lauderhill,120,89,16.0
31527,538,New Zealand,West Indies,0,76,7,7.12,Auckland,155,56,16.0
25738,476,India,England,1,94,10,8.81,Durban,218,56,16.0
30528,528,Sri Lanka,New Zealand,1,70,8,7.92,Nottingham,158,67,16.0
32071,542,England,South Africa,1,168,5,9.33,Johannesburg,202,12,17.0
42450,652,Pakistan,New Zealand,0,135,6,8.44,Pallekele,177,24,18.0
51482,766,West Indies,New Zealand,2,153,5,7.98,Wellington,159,5,33.0
28668,503,Australia,New Zealand,1,61,7,7.04,Sydney,150,68,34.0
32507,546,Pakistan,Sri Lanka,1,64,7,7.38,Colombo,172,68,34.0
21281,431,West Indies,New Zealand,1,132,5,10.85,Auckland,180,47,35.0
21262,431,West Indies,New Zealand,1,92,5,9.86,Auckland,180,64,35.0
34896,569,England,South Africa,1,139,5,8.34,Barbados,168,20,41.0
23852,456,West Indies,England,2,60,9,7.06,London,169,69,40.0
57643,837,Sri Lanka,Pakistan,1,64,7,6.86,Colombo,172,64,41.0
56118,824,New Zealand,Pakistan,0,14,10,4.94,Dubai,144,103,41.0
41407,640,Pakistan,England,1,98,5,6.61,Dubai,144,31,41.0
62416,921,New Zealand,Bangladesh,6,97,8,6.77,Kolkata,145,34,45.0
15606,224,Australia,South Africa,1,84,10,12.0,Cape Town,193,78,40.0
55684,820,South Africa,West Indies,1,112,9,8.62,Durban,195,42,41.0
23641,454,South Africa,India,1,94,5,6.27,Johannesburg,126,30,38.0
64428,961,Bangladesh,India,0,30,8,6.21,Mirpur,120,91,37.0
22774,447,Sri Lanka,England,1,118,4,8.43,Southampton,163,36,36.0
47669,712,Australia,Pakistan,0,12,10,5.14,Dubai,89,106,37.0
3905,55,Bangladesh,Sri Lanka,0,56,10,10.84,Colombo,176,89,37.0
59427,874,New Zealand,Sri Lanka,1,164,6,8.86,Mount Maunganui,182,9,37.0
53883,803,Bangladesh,Australia,1,43,8,6.14,Mirpur,153,78,40.0
60955,909,Afghanistan,Sri Lanka,0,81,6,5.72,Kolkata,153,35,37.0
38374,608,New Zealand,Sri Lanka,0,3,9,2.57,Lauderhill,81,113,35.0
16637,237,India,West Indies,1,140,8,10.91,Mumbai,240,43,31.0
39219,617,India,England,0,5,10,6.0,Manchester,165,115,34.0
55163,815,South Africa,West Indies,4,156,7,11.7,Johannesburg,231,40,34.0
33571,557,India,South Africa,4,19,9,5.43,St Lucia,186,99,36.0
33706,558,Australia,Pakistan,1,51,10,9.27,St Lucia,191,87,40.0
54287,806,South Africa,India,4,81,8,7.04,Mirpur,172,51,43.0
929,13,South Africa,England,0,55,7,6.11,Southampton,142,66,38.0
46227,697,India,England,4,50,9,8.82,Mumbai,177,86,38.0
40757,631,South Africa,New Zealand,1,67,7,7.88,Auckland,165,69,40.0
62434,921,New Zealand,Bangladesh,1,120,6,6.92,Kolkata,145,16,37.0
40788,631,South Africa,New Zealand,1,127,6,9.29,Auckland,165,38,37.0
17941,250,West Indies,India,0,54,5,4.44,Lauderhill,95,47,36.0
47959,714,Australia,Pakistan,1,104,10,10.4,Dubai,168,60,37.0
49561,738,England,Australia,1,96,4,6.47,Melbourne,130,31,36.0
49536,738,England,Australia,0,78,5,7.09,Melbourne,130,54,37.0
12995,158,Pakistan,New Zealand,1,95,6,6.48,Abu Dhabi,148,32,40.0
47891,713,Pakistan,Australia,1,143,7,7.53,Dubai,151,6,35.0
57900,859,South Africa,Australia,1,104,7,9.31,Johannesburg,204,53,39.0
36178,580,New Zealand,Australia,2,29,8,4.83,Wellington,118,84,40.0
38817,613,Pakistan,New Zealand,1,98,3,6.32,Auckland,143,27,49.0
55816,821,New Zealand,Pakistan,1,101,6,7.13,Dubai,135,35,46.0
49670,739,Australia,England,0,110,8,8.92,Sydney,195,46,45.0
4798,65,Sri Lanka,India,1,124,4,7.83,Colombo,170,25,42.0
33585,557,India,South Africa,0,32,8,5.65,St Lucia,186,86,44.0
43782,664,West Indies,New Zealand,1,88,6,8.12,Pallekele,139,55,50.0
17341,243,New Zealand,India,6,143,7,9.53,Auckland,203,30,50.0
5147,69,Pakistan,New Zealand,0,8,8,3.0,Wellington,105,104,49.0
21214,431,West Indies,New Zealand,0,22,10,11.0,Auckland,180,108,54.0
47673,712,Australia,Pakistan,1,13,9,4.33,Dubai,89,102,54.0
13381,161,West Indies,India,1,83,3,4.74,Kolkata,109,15,52.0
8323,100,Sri Lanka,India,1,52,8,9.45,Colombo,152,87,52.0
619,10,New Zealand,Bangladesh,1,181,5,9.87,Mount Maunganui,195,10,53.0
32037,542,England,South Africa,1,113,7,9.16,Johannesburg,202,46,54.0
11391,143,Bangladesh,West Indies,1,146,6,8.59,Lauderhill,171,18,51.0
12425,154,New Zealand,Sri Lanka,2,21,8,7.88,Auckland,179,104,50.0
6744,85,Sri Lanka,Pakistan,0,106,8,6.42,Abu Dhabi,124,21,50.0
50552,747,South Africa,Australia,1,57,7,6.22,Centurion,128,65,56.0
24367,465,India,Pakistan,1,70,6,6.27,Durban,141,53,53.0
7169,89,India,South Africa,1,46,9,9.52,Cape Town,172,91,45.0
24309,465,India,Pakistan,0,9,9,4.91,Durban,141,109,45.0
48978,734,South Africa,Sri Lanka,0,6,9,4.5,Colombo,115,112,32.0
46440,699,New Zealand,England,0,0,10,0.0,London,201,119,32.0
51848,771,New Zealand,Bangladesh,1,198,7,10.42,Mirpur,204,6,33.0
38867,614,New Zealand,Pakistan,6,28,9,7.64,Hamilton,185,98,33.0
45531,691,West Indies,New Zealand,1,102,8,7.65,Lauderhill,209,40,32.0
28069,498,South Africa,Bangladesh,1,61,8,10.76,Johannesburg,118,86,32.0
19242,304,England,Australia,4,8,10,6.86,Southampton,162,113,34.0
38625,612,India,South Africa,1,34,9,7.85,Durban,168,94,33.0
57807,858,Australia,South Africa,1,119,3,7.36,Durban,157,23,29.0
19262,304,England,Australia,4,48,9,11.08,Southampton,162,94,28.0
58413,866,Australia,India,1,123,7,9.0,Sydney,197,38,27.0
56617,828,England,South Africa,1,39,9,10.17,Cape Town,134,97,27.0
8119,98,Bangladesh,India,0,97,6,6.77,Colombo,139,34,24.0
64448,961,Bangladesh,India,4,58,8,7.25,Mirpur,120,72,24.0
48142,716,Sri Lanka,Australia,3,3,10,9.0,Melbourne,161,118,24.0
26254,480,New Zealand,Pakistan,2,87,7,6.52,Cape Town,143,40,23.0
28151,499,Australia,South Africa,1,23,8,4.76,Johannesburg,166,91,22.0
51083,751,Sri Lanka,Pakistan,0,89,6,5.93,Dubai,145,30,24.0
35740,576,Sri Lanka,England,1,80,6,5.71,St Lucia,128,36,23.0
30679,529,South Africa,India,4,90,8,6.59,Nottingham,130,38,19.0
46604,701,Australia,England,0,52,9,8.91,Southampton,248,85,19.0
41369,640,Pakistan,England,0,65,7,7.65,Dubai,144,69,20.0
60296,893,South Africa,Sri Lanka,1,49,7,6.53,Johannesburg,113,75,21.0
61346,913,South Africa,Afghanistan,0,0,10,0.0,Mumbai,209,119,22.0
37095,587,Pakistan,New Zealand,0,114,6,7.69,Dubai,153,31,20.0
3023,36,England,New Zealand,0,24,9,7.58,Hamilton,194,101,22.0
40262,625,Australia,India,0,65,9,8.67,Sydney,171,75,22.0
31694,539,New Zealand,West Indies,1,165,4,9.52,Hamilton,191,16,21.0
28437,501,Australia,South Africa,2,114,8,10.36,Melbourne,182,54,20.0
2761,34,New Zealand,England,4,22,10,9.43,Wellington,196,106,20.0
17861,247,India,New Zealand,4,158,6,8.1,Mount Maunganui,163,3,20.0
3977,55,Bangladesh,Sri Lanka,4,151,6,8.97,Colombo,176,19,20.0
27200,488,West Indies,South Africa,1,48,7,5.05,Johannesburg,131,63,19.0
53835,802,Sri Lanka,New Zealand,0,118,2,6.27,Chittagong,119,7,18.0
28271,500,South Africa,Australia,1,25,8,6.0,Centurion,156,95,21.0
2010,25,West Indies,Pakistan,1,7,9,3.5,Dubai,115,108,21.0
47505,710,New Zealand,England,0,131,7,8.54,Hamilton,192,28,19.0
58214,865,India,Australia,0,9,10,6.0,Melbourne,184,111,19.0
21230,431,West Indies,New Zealand,0,58,8,14.5,Auckland,180,96,19.0
33666,557,India,South Africa,2,166,6,8.81,St Lucia,186,7,19.0
49014,734,South Africa,Sri Lanka,4,31,7,4.33,Colombo,115,77,20.0
29912,521,India,West Indies,0,47,7,6.13,London,153,74,18.0
45950,695,India,Sri Lanka,1,2,10,3.0,Pallekele,155,116,21.0
31012,532,Sri Lanka,Pakistan,0,44,6,5.28,London,138,70,19.0
3623,52,West Indies,Pakistan,0,111,2,5.55,Barbados,111,0,18.0
9239,109,England,Sri Lanka,2,150,5,10.0,Colombo,187,30,19.0
16832,239,New Zealand,England,4,34,9,7.85,Wellington,176,94,20.0
33105,551,Australia,Pakistan,1,50,9,8.33,Melbourne,127,84,21.0
38710,612,India,South Africa,0,154,5,8.4,Durban,168,10,25.0
17663,246,India,New Zealand,1,56,7,7.81,Wellington,165,77,29.0
877,13,South Africa,England,1,2,9,4.0,Southampton,142,117,29.0
59080,872,Sri Lanka,England,4,10,10,6.0,Southampton,140,110,30.0
42426,652,Pakistan,New Zealand,1,111,9,9.0,Pallekele,177,46,31.0
17575,245,India,New Zealand,1,111,7,8.22,Hamilton,179,39,26.0
35518,574,India,Sri Lanka,1,140,8,8.16,St Lucia,163,17,26.0
53292,796,Bangladesh,India,0,82,5,6.31,Mirpur,138,42,26.0
35448,574,India,Sri Lanka,4,57,9,9.0,St Lucia,163,82,27.0
59085,872,Sri Lanka,England,2,15,10,6.0,Southampton,140,105,21.0
