,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
6571,84,Sri Lanka,Pakistan,1,44,8,6.6,Abu Dhabi,102,80,35.0
12700,156,Pakistan,Australia,1,51,9,7.85,Dubai,147,81,35.0
43049,658,South Africa,Pakistan,0,66,6,5.28,Colombo,133,45,34.0
12055,151,New Zealand,India,1,44,10,11.0,Wellington,219,96,38.0
41550,641,England,Pakistan,2,134,4,7.38,Dubai,150,11,41.0
24277,464,England,Australia,1,123,5,7.45,Cape Town,135,21,41.0
59557,875,Sri Lanka,New Zealand,1,137,2,7.03,Auckland,142,3,40.0
34578,567,Sri Lanka,West Indies,6,55,9,8.25,Barbados,195,80,40.0
41491,641,England,Pakistan,4,63,7,7.27,Dubai,150,68,39.0
3197,37,New Zealand,Australia,1,94,4,8.55,Auckland,150,54,40.0
52966,794,Sri Lanka,England,0,4,10,3.43,Chittagong,189,113,41.0
22498,445,South Africa,New Zealand,1,83,10,9.05,Johannesburg,133,65,53.0
31598,539,New Zealand,West Indies,0,16,10,7.38,Hamilton,191,107,55.0
51777,771,New Zealand,Bangladesh,2,76,9,9.91,Mirpur,204,74,52.0
61335,912,Pakistan,India,0,105,5,6.43,Kolkata,118,22,51.0
24285,464,England,Australia,1,129,3,7.23,Cape Town,135,13,51.0
52216,786,Sri Lanka,South Africa,1,19,9,11.4,Chittagong,165,110,51.0
32012,542,England,South Africa,1,69,7,8.12,Johannesburg,202,69,52.0
56211,824,New Zealand,Pakistan,1,121,5,6.91,Dubai,144,15,47.0
15253,221,South Africa,England,1,117,7,9.62,Centurion,222,47,45.0
24295,464,England,Australia,0,134,1,6.87,Cape Town,135,3,40.0
42634,655,Bangladesh,Pakistan,1,47,9,10.07,Pallekele,175,92,43.0
24430,466,New Zealand,Sri Lanka,3,8,10,5.33,Johannesburg,164,111,42.0
29033,509,India,Bangladesh,1,61,9,7.79,Nottingham,180,73,42.0
54823,810,Sri Lanka,Bangladesh,6,153,4,8.27,Chittagong,168,9,42.0
29611,519,England,South Africa,1,3,10,6.0,Nottingham,111,117,39.0
28489,501,Australia,South Africa,1,181,2,9.2,Melbourne,182,2,37.0
21527,434,Pakistan,New Zealand,4,66,5,5.5,Auckland,153,48,37.0
38108,603,Australia,England,1,123,5,6.9,Melbourne,147,13,41.0
22183,442,South Africa,England,1,159,7,8.52,Cape Town,191,8,40.0
10451,135,South Africa,Sri Lanka,1,111,9,8.32,Johannesburg,198,40,49.0
41704,643,West Indies,Bangladesh,0,21,10,6.63,Mirpur,132,101,49.0
47811,713,Pakistan,Australia,1,36,9,6.35,Dubai,151,86,47.0
45309,677,West Indies,Australia,1,154,4,8.72,Barbados,160,14,42.0
57757,858,Australia,South Africa,0,72,7,9.19,Durban,157,73,42.0
9972,131,South Africa,Pakistan,2,142,7,8.19,Johannesburg,188,16,42.0
17527,245,India,New Zealand,6,55,10,10.0,Hamilton,179,87,43.0
54596,809,Pakistan,South Africa,4,8,10,3.69,Cape Town,176,107,42.0
43436,661,West Indies,Sri Lanka,0,90,7,5.74,Pallekele,129,26,45.0
60326,893,South Africa,Sri Lanka,1,75,3,6.08,Johannesburg,113,46,51.0
23321,452,New Zealand,Sri Lanka,0,29,10,13.38,Wellington,162,107,52.0
44461,670,West Indies,Sri Lanka,0,0,9,0.0,Colombo,137,113,52.0
14593,195,Sri Lanka,Australia,1,133,4,6.94,Melbourne,142,5,56.0
22536,445,South Africa,New Zealand,0,110,4,7.1,Johannesburg,133,27,52.0
36119,579,Bangladesh,New Zealand,0,60,3,4.39,Hamilton,78,38,51.0
25442,474,Sri Lanka,Bangladesh,4,30,9,7.2,Johannesburg,147,95,50.0
17482,244,New Zealand,India,0,118,6,6.56,Auckland,132,12,50.0
56705,828,England,South Africa,1,120,3,6.55,Cape Town,134,10,47.0
25240,472,New Zealand,England,6,78,6,6.99,Durban,164,53,47.0
25510,474,Sri Lanka,Bangladesh,1,98,5,6.46,Johannesburg,147,29,47.0
2752,34,New Zealand,England,0,3,10,3.6,Wellington,196,115,42.0
5078,68,New Zealand,West Indies,0,136,9,11.83,Mount Maunganui,243,51,45.0
57092,833,New Zealand,South Africa,0,0,10,0.0,Durban,151,117,46.0
44564,670,West Indies,Sri Lanka,1,112,4,6.28,Colombo,137,13,43.0
53203,795,Australia,West Indies,2,166,3,8.74,Mirpur,178,6,43.0
8214,99,Sri Lanka,Bangladesh,1,83,9,9.76,Colombo,214,69,43.0
58352,866,Australia,India,1,37,9,8.54,Sydney,197,94,38.0
35459,574,India,Sri Lanka,1,71,9,8.88,St Lucia,163,72,37.0
51691,770,Sri Lanka,England,1,102,6,7.56,London,183,39,36.0
52961,794,Sri Lanka,England,1,1,10,3.0,Chittagong,189,118,29.0
2001,25,West Indies,Pakistan,1,3,10,6.0,Dubai,115,117,28.0
56898,831,South Africa,Bangladesh,1,63,8,6.87,Mirpur,148,65,20.0
25361,473,Australia,Pakistan,1,90,7,8.44,Johannesburg,164,56,22.0
19853,309,Pakistan,England,0,32,8,7.38,Manchester,190,94,26.0
39907,622,Australia,South Africa,0,65,6,6.19,Johannesburg,147,57,28.0
23861,456,West Indies,England,0,78,8,7.8,London,169,60,29.0
28300,500,South Africa,Australia,4,64,8,7.11,Centurion,156,66,29.0
32601,547,New Zealand,Sri Lanka,1,25,9,6.25,Colombo,141,96,31.0
54612,809,Pakistan,South Africa,0,25,9,5.17,Cape Town,176,91,34.0
27748,495,Australia,West Indies,1,47,10,9.4,Barbados,97,90,32.0
57598,837,Sri Lanka,Pakistan,0,18,10,9.0,Colombo,172,108,48.0
13186,160,Pakistan,New Zealand,0,29,9,5.12,Dubai,166,86,45.0
57470,836,Pakistan,Sri Lanka,0,8,10,5.33,Colombo,175,111,50.0
7990,97,India,Sri Lanka,0,108,7,7.81,Colombo,174,37,49.0
15614,224,Australia,South Africa,1,93,10,11.16,Cape Town,193,70,50.0
7016,87,India,South Africa,2,201,5,10.13,Johannesburg,203,1,49.0
10258,134,South Africa,Sri Lanka,0,13,9,6.0,Centurion,180,107,49.0
25810,477,Sri Lanka,Australia,1,10,8,4.62,Cape Town,101,107,48.0
3191,37,New Zealand,Australia,1,92,5,9.2,Auckland,150,60,47.0
30329,525,England,India,1,122,7,7.11,London,153,17,53.0
39939,622,Australia,South Africa,0,98,5,6.26,Johannesburg,147,26,46.0
26771,484,India,Australia,0,74,0,4.23,Melbourne,74,15,41.0
28648,503,Australia,New Zealand,0,41,8,7.45,Sydney,150,87,42.0
6590,84,Sri Lanka,Pakistan,1,57,7,5.8,Abu Dhabi,102,61,43.0
23496,453,Sri Lanka,New Zealand,0,55,5,5.5,Auckland,115,60,47.0
41342,640,Pakistan,England,0,38,9,9.5,Dubai,144,96,44.0
25231,472,New Zealand,England,0,58,6,6.0,Durban,164,62,45.0
26759,484,India,Australia,0,63,1,4.06,Melbourne,74,27,45.0
45439,690,South Africa,India,6,203,7,10.5,Johannesburg,219,4,44.0
32820,548,New Zealand,Sri Lanka,1,170,7,8.57,Colombo,170,1,44.0
12956,158,Pakistan,New Zealand,4,47,8,5.64,Abu Dhabi,148,70,42.0
9862,130,South Africa,Pakistan,0,186,4,9.54,Cape Town,192,3,42.0
53744,802,Sri Lanka,New Zealand,0,29,8,6.96,Chittagong,119,95,42.0
42759,656,New Zealand,Sri Lanka,4,36,10,7.2,Pallekele,174,90,41.0
59532,875,Sri Lanka,New Zealand,1,103,3,6.57,Auckland,142,26,41.0
34918,570,West Indies,India,1,1,10,6.0,Barbados,169,119,37.0
35502,574,India,Sri Lanka,2,124,8,8.36,St Lucia,163,31,32.0
2267,27,West Indies,Pakistan,0,13,8,4.33,Abu Dhabi,103,102,33.0
53603,800,India,Australia,0,16,9,7.38,Mirpur,159,107,34.0
47987,714,Australia,Pakistan,0,140,7,9.55,Dubai,168,32,34.0
27197,488,West Indies,South Africa,4,46,7,5.11,Johannesburg,131,66,35.0
12906,157,Pakistan,Australia,1,150,5,7.5,Dubai,150,0,35.0
35035,570,West Indies,India,0,163,6,8.5,Barbados,169,5,35.0
49654,739,Australia,England,1,78,8,7.93,Sydney,195,61,29.0
35609,575,West Indies,Australia,0,70,5,6.0,St Lucia,105,50,31.0
38955,614,New Zealand,Pakistan,6,166,6,9.4,Hamilton,185,14,31.0
24540,466,New Zealand,Sri Lanka,1,155,4,8.09,Johannesburg,164,5,31.0
59905,878,New Zealand,Pakistan,6,139,6,8.97,Wellington,196,27,32.0
64144,957,Sri Lanka,India,1,115,3,6.39,Mirpur,138,12,34.0
26506,482,India,Pakistan,0,107,7,7.47,Johannesburg,157,34,34.0
35576,575,West Indies,Australia,0,41,8,6.47,St Lucia,105,82,34.0
59493,875,Sri Lanka,New Zealand,4,62,7,6.64,Auckland,142,64,37.0
32809,548,New Zealand,Sri Lanka,0,154,7,8.56,Colombo,170,12,35.0
57688,837,Sri Lanka,Pakistan,1,121,5,7.26,Colombo,172,20,36.0
39301,617,India,England,6,123,5,8.68,Manchester,165,35,35.0
36079,579,Bangladesh,New Zealand,0,42,6,6.0,Hamilton,78,78,38.0
21687,435,Pakistan,New Zealand,0,135,4,7.36,Hamilton,163,10,40.0
39229,617,India,England,4,18,10,7.71,Manchester,165,106,39.0
13228,160,Pakistan,New Zealand,1,88,9,6.95,Dubai,166,44,44.0
30794,530,Pakistan,South Africa,1,96,7,7.78,Nottingham,149,46,45.0
50511,747,South Africa,Australia,1,15,10,6.43,Centurion,128,106,44.0
16894,239,New Zealand,England,4,127,5,8.66,Wellington,176,32,43.0
8626,102,Sri Lanka,Bangladesh,2,101,5,6.66,Colombo,159,29,47.0
17413,244,New Zealand,India,1,57,9,8.34,Auckland,132,79,46.0
12032,151,New Zealand,India,0,0,10,0.0,Wellington,219,119,48.0
44206,668,Sri Lanka,Pakistan,0,0,10,0.0,Colombo,139,119,47.0
43201,659,India,Australia,1,116,4,6.69,Colombo,140,16,46.0
46230,697,India,England,1,59,9,9.57,Mumbai,177,83,48.0
32083,542,England,South Africa,6,200,4,10.08,Johannesburg,202,1,48.0
17401,244,New Zealand,India,1,39,10,8.07,Auckland,132,91,50.0
47194,708,Pakistan,South Africa,0,35,9,7.24,Centurion,195,91,49.0
51702,770,Sri Lanka,England,1,124,5,8.09,London,183,28,49.0
26193,480,New Zealand,Pakistan,6,25,10,6.52,Cape Town,143,97,46.0
41234,639,Sri Lanka,Pakistan,2,63,8,10.5,Abu Dhabi,141,84,55.0
4712,65,Sri Lanka,India,4,13,10,7.8,Colombo,170,110,55.0
40334,625,Australia,India,1,162,7,8.38,Sydney,171,4,34.0
39328,617,India,England,1,163,2,8.81,Manchester,165,9,32.0
59515,875,Sri Lanka,New Zealand,1,74,4,5.77,Auckland,142,43,32.0
43778,664,West Indies,New Zealand,0,86,7,8.46,Pallekele,139,59,31.0
17215,242,New Zealand,England,1,87,9,14.91,Auckland,146,85,35.0
10075,132,Pakistan,South Africa,1,102,5,7.75,Centurion,168,41,36.0
5066,68,New Zealand,West Indies,2,108,10,10.98,Mount Maunganui,243,61,35.0
63714,951,India,Bangladesh,0,31,8,5.03,Mirpur,166,83,34.0
43518,662,South Africa,Australia,1,57,7,6.33,Colombo,146,66,37.0
28073,498,South Africa,Bangladesh,2,64,8,10.11,Johannesburg,118,82,37.0
25855,477,Sri Lanka,Australia,0,43,4,4.53,Cape Town,101,63,42.0
57198,833,New Zealand,South Africa,0,140,4,7.78,Durban,151,12,42.0
35668,576,Sri Lanka,England,0,11,9,5.5,St Lucia,128,108,41.0
2025,25,West Indies,Pakistan,4,22,6,5.08,Dubai,115,94,39.0
39371,618,Pakistan,South Africa,0,38,9,7.6,Abu Dhabi,119,90,38.0
2696,33,England,Australia,1,72,6,6.0,Melbourne,137,48,37.0
16889,239,New Zealand,England,0,121,5,8.75,Wellington,176,37,37.0
57774,858,Australia,South Africa,2,91,7,8.53,Durban,157,56,44.0
30556,528,Sri Lanka,New Zealand,2,98,7,7.26,Nottingham,158,39,43.0
37533,599,Pakistan,England,4,16,9,3.56,Dubai,129,93,44.0
34153,563,Australia,Bangladesh,6,124,4,6.83,Barbados,141,11,45.0
12380,153,New Zealand,India,2,161,7,10.17,Hamilton,212,25,43.0
15671,224,Australia,South Africa,1,159,6,9.17,Cape Town,193,16,47.0
20970,422,Australia,India,1,40,10,11.43,Sydney,194,99,49.0
22378,444,Australia,New Zealand,1,85,6,8.95,Auckland,214,63,53.0
23701,455,West Indies,England,4,55,9,11.79,London,208,92,57.0
60394,894,South Africa,Sri Lanka,1,35,10,8.75,Cape Town,169,96,57.0
53396,798,South Africa,England,1,81,10,8.38,Chittagong,196,62,58.0
43780,664,West Indies,New Zealand,0,87,7,8.29,Pallekele,139,57,58.0
41926,646,India,Afghanistan,5,138,6,7.39,Colombo,159,8,57.0
32698,547,New Zealand,Sri Lanka,1,138,2,6.96,Colombo,141,1,58.0
43211,659,India,Australia,0,129,4,6.79,Colombo,140,6,62.0
30283,525,England,India,0,69,9,7.02,London,153,61,60.0
39252,617,India,England,0,49,9,7.95,Manchester,165,83,60.0
32099,543,South Africa,England,0,12,10,5.14,Centurion,241,106,60.0
17642,246,India,New Zealand,1,39,9,10.64,Wellington,165,98,60.0
61356,913,South Africa,Afghanistan,0,17,10,9.27,Mumbai,209,109,64.0
48455,719,New Zealand,Sri Lanka,1,41,4,3.84,Pallekele,74,56,65.0
15150,220,England,South Africa,1,126,5,8.22,Durban,204,28,63.0
540,10,New Zealand,Bangladesh,0,46,7,8.36,Mount Maunganui,195,87,63.0
26845,485,New Zealand,England,1,71,5,5.76,Manchester,123,46,66.0
8209,99,Sri Lanka,Bangladesh,1,78,9,10.17,Colombo,214,74,66.0
26124,479,India,South Africa,4,77,6,6.08,Durban,153,44,56.0
55050,814,South Africa,West Indies,1,123,7,7.85,Cape Town,165,26,51.0
42059,648,New Zealand,Bangladesh,0,191,7,9.55,Pallekele,191,0,52.0
13305,161,West Indies,India,2,31,7,6.0,Kolkata,109,89,57.0
56713,828,England,South Africa,1,127,2,6.57,Cape Town,134,4,54.0
36915,586,Pakistan,New Zealand,1,35,9,5.83,Dubai,161,84,49.0
25262,472,New Zealand,England,1,113,5,7.7,Durban,164,32,52.0
22363,444,Australia,New Zealand,1,64,6,9.14,Auckland,214,78,52.0
8177,99,Sri Lanka,Bangladesh,1,29,10,10.24,Colombo,214,103,42.0
15145,220,England,South Africa,1,123,7,8.48,Durban,204,33,48.0
15136,220,England,South Africa,1,108,7,8.31,Durban,204,42,50.0
26091,479,India,South Africa,1,38,7,5.18,Durban,153,76,51.0
37528,599,Pakistan,England,0,9,9,2.45,Dubai,129,98,52.0
64164,958,Pakistan,Bangladesh,0,1,9,0.86,Mirpur,129,113,49.0
34496,566,Australia,India,6,140,9,10.37,Barbados,184,39,49.0
60626,907,England,West Indies,1,4,10,2.67,Mumbai,182,111,48.0
51739,771,New Zealand,Bangladesh,4,15,10,10.0,Mirpur,204,111,47.0
63979,955,Bangladesh,Sri Lanka,1,65,7,5.57,Mirpur,147,50,43.0
13171,160,Pakistan,New Zealand,0,9,10,2.84,Dubai,166,101,44.0
8621,102,Sri Lanka,Bangladesh,1,95,5,6.63,Colombo,159,34,47.0
12219,152,New Zealand,India,6,66,6,6.49,Auckland,158,59,46.0
30606,529,South Africa,India,4,13,10,8.67,Nottingham,130,111,43.0
47431,710,New Zealand,England,4,26,10,8.67,Hamilton,192,102,43.0
1929,24,West Indies,India,0,71,8,8.04,Lauderhill,143,67,39.0
15568,224,Australia,South Africa,0,9,10,7.71,Cape Town,193,113,39.0
2915,35,New Zealand,Australia,1,68,10,10.74,Auckland,243,82,41.0
50751,749,South Africa,Pakistan,1,6,10,5.14,Dubai,150,113,46.0
1878,24,West Indies,India,4,4,10,8.0,Lauderhill,143,117,65.0
43451,661,West Indies,Sri Lanka,0,119,6,6.55,Pallekele,129,11,65.0
45570,691,West Indies,New Zealand,6,188,8,9.89,Lauderhill,209,6,64.0
12199,152,New Zealand,India,1,48,7,6.86,Auckland,158,78,59.0
47307,709,England,New Zealand,1,25,10,9.38,Auckland,214,104,65.0
53025,794,Sri Lanka,England,1,83,9,7.55,Chittagong,189,54,65.0
12861,157,Pakistan,Australia,1,92,10,7.36,Dubai,150,45,67.0
55224,816,Pakistan,Australia,0,13,8,4.33,Dubai,96,102,68.0
26877,485,New Zealand,England,1,100,3,5.66,Manchester,123,14,67.0
17397,244,New Zealand,India,4,36,10,8.64,Auckland,132,95,56.0
63786,951,India,Bangladesh,0,147,6,8.24,Mirpur,166,13,55.0
47978,714,Australia,Pakistan,1,124,8,9.42,Dubai,168,41,56.0
39481,619,West Indies,Pakistan,1,18,9,6.0,St Lucia,150,102,50.0
21590,435,Pakistan,New Zealand,0,16,8,7.38,Hamilton,163,107,50.0
29586,517,Sri Lanka,West Indies,0,163,8,9.88,Nottingham,192,21,51.0
41623,642,England,Pakistan,0,63,7,6.1,Abu Dhabi,129,58,48.0
35757,576,Sri Lanka,England,0,93,6,5.69,St Lucia,128,22,44.0
55253,816,Pakistan,Australia,1,35,6,4.77,Dubai,96,76,45.0
23961,457,West Indies,South Africa,2,60,10,9.47,Johannesburg,205,82,39.0
21385,432,New Zealand,West Indies,1,115,8,9.32,Mount Maunganui,238,46,39.0
15220,221,South Africa,England,1,77,10,11.27,Centurion,222,79,40.0
47730,712,Australia,Pakistan,0,56,5,4.54,Dubai,89,46,39.0
23333,452,New Zealand,Sri Lanka,0,49,10,11.76,Wellington,162,95,43.0
58502,867,England,Pakistan,0,49,7,6.0,Dubai,160,71,41.0
26809,485,New Zealand,England,0,34,8,5.37,Manchester,123,82,42.0
10336,134,South Africa,Sri Lanka,1,127,8,8.37,Centurion,180,29,42.0
56366,826,South Africa,Australia,0,14,8,6.0,Melbourne,101,106,39.0
60332,893,South Africa,Sri Lanka,1,79,3,5.92,Johannesburg,113,40,38.0
40887,632,India,England,0,65,7,6.5,Kolkata,120,60,36.0
30137,523,New Zealand,Pakistan,0,33,8,7.33,London,99,93,37.0
40298,625,Australia,India,1,110,8,8.25,Sydney,171,40,41.0
16679,237,India,West Indies,1,233,8,11.95,Mumbai,240,3,37.0
51937,772,New Zealand,Sri Lanka,1,90,6,6.59,Pallekele,142,38,37.0
19253,304,England,Australia,0,31,10,10.94,Southampton,162,103,43.0
63207,928,England,West Indies,1,9,8,4.15,Kolkata,155,107,45.0
52726,790,South Africa,New Zealand,0,10,10,5.0,Chittagong,170,108,44.0
19363,305,Australia,England,1,1,9,1.0,Southampton,157,114,39.0
3034,36,England,New Zealand,0,36,8,7.45,Hamilton,194,91,42.0
39409,618,Pakistan,South Africa,0,80,6,7.16,Abu Dhabi,119,53,42.0
41127,636,West Indies,England,1,44,7,4.71,London,113,64,42.0
10287,134,South Africa,Sri Lanka,1,45,9,6.43,Centurion,180,78,42.0
9980,131,South Africa,Pakistan,1,154,7,8.25,Johannesburg,188,8,43.0
25679,476,India,England,1,10,10,6.67,Durban,218,111,42.0
54567,808,South Africa,Pakistan,6,124,5,7.09,Johannesburg,153,15,41.0
28463,501,Australia,South Africa,1,148,6,9.65,Melbourne,182,28,41.0
26843,485,New Zealand,England,0,69,5,5.75,Manchester,123,48,37.0
52504,788,Pakistan,Australia,1,50,8,6.52,Mirpur,191,74,37.0
9783,130,South Africa,Pakistan,0,57,9,8.55,Cape Town,192,80,38.0
39926,622,Australia,South Africa,1,86,6,6.37,Johannesburg,147,39,37.0
46607,701,Australia,England,4,63,9,9.95,Southampton,248,82,37.0
51276,765,New Zealand,West Indies,1,50,9,9.09,Auckland,189,87,41.0
23342,452,New Zealand,Sri Lanka,0,65,10,11.47,Wellington,162,86,47.0
2709,33,England,Australia,0,84,6,5.93,Melbourne,137,35,45.0
6605,84,Sri Lanka,Pakistan,0,68,4,5.51,Abu Dhabi,102,46,41.0
54520,808,South Africa,Pakistan,0,81,8,8.38,Johannesburg,153,62,43.0
7535,92,Sri Lanka,India,0,14,8,4.67,Mumbai,135,102,43.0
21919,440,South Africa,England,0,139,7,8.6,Cape Town,179,23,36.0
40762,631,South Africa,New Zealand,2,77,7,8.25,Auckland,165,64,35.0
38709,612,India,South Africa,1,154,5,8.48,Durban,168,11,37.0
39425,618,Pakistan,South Africa,2,90,5,6.51,Abu Dhabi,119,37,52.0
26074,479,India,South Africa,1,32,10,7.11,Durban,153,93,50.0
49031,734,South Africa,Sri Lanka,4,50,7,5.0,Colombo,115,60,52.0
58354,866,Australia,India,4,45,9,10.38,Sydney,197,94,48.0
54018,804,West Indies,Pakistan,1,52,8,6.24,Mirpur,166,70,47.0
47417,710,New Zealand,England,6,8,10,12.0,Hamilton,192,116,48.0
10840,139,Australia,India,0,68,9,7.85,Sydney,164,68,47.0
21155,423,Australia,India,1,114,8,8.55,Sydney,186,40,45.0
50455,746,South Africa,Australia,1,5,10,7.5,Durban,80,116,44.0
26959,486,Australia,India,1,87,8,7.91,Mumbai,166,54,43.0
9168,109,England,Sri Lanka,0,41,9,12.3,Colombo,187,100,43.0
63886,954,Pakistan,India,0,63,3,4.5,Mirpur,83,36,43.0
8031,98,Bangladesh,India,1,2,10,3.0,Colombo,139,116,41.0
31837,541,Sri Lanka,India,1,1,10,1.5,Colombo,171,116,35.0
30505,528,Sri Lanka,New Zealand,0,43,8,8.06,Nottingham,158,88,35.0
28404,501,Australia,South Africa,1,68,9,12.0,Melbourne,182,86,33.0
5484,71,Pakistan,New Zealand,4,134,6,7.88,Mount Maunganui,181,18,30.0
9192,109,England,Sri Lanka,1,63,7,8.79,Colombo,187,77,31.0
38699,612,India,South Africa,0,139,5,8.42,Durban,168,21,29.0
52280,786,Sri Lanka,South Africa,1,89,7,7.52,Chittagong,165,49,25.0
10335,134,South Africa,Sri Lanka,1,126,8,8.4,Centurion,180,30,26.0
55604,820,South Africa,West Indies,0,0,10,0.0,Durban,195,118,18.0
25798,477,Sri Lanka,Australia,1,1,10,6.0,Cape Town,101,119,19.0
58323,865,India,Australia,1,181,8,9.28,Melbourne,184,3,17.0
47421,710,New Zealand,England,1,11,10,8.25,Hamilton,192,112,17.0
10711,138,Australia,India,1,42,6,5.86,Melbourne,132,77,22.0
45251,677,West Indies,Australia,0,87,8,10.24,Barbados,160,69,23.0
45599,692,West Indies,New Zealand,1,29,9,8.29,Lauderhill,177,99,23.0
60067,880,West Indies,Sri Lanka,0,3,10,2.25,Colombo,162,112,23.0
21049,422,Australia,India,2,154,7,9.53,Sydney,194,23,24.0
23138,450,South Africa,Australia,1,106,9,8.71,Johannesburg,201,47,24.0
62426,921,New Zealand,Bangladesh,4,105,6,6.56,Kolkata,145,24,29.0
49066,734,South Africa,Sri Lanka,2,80,6,5.05,Colombo,115,25,29.0
49573,738,England,Australia,0,104,3,6.18,Melbourne,130,19,31.0
13008,158,Pakistan,New Zealand,1,113,6,6.78,Abu Dhabi,148,20,31.0
64706,964,Sri Lanka,Australia,4,93,3,6.2,Colombo,128,30,32.0
2242,26,Pakistan,West Indies,4,152,7,8.07,Dubai,160,7,32.0
5425,71,Pakistan,New Zealand,1,54,9,7.36,Mount Maunganui,181,76,31.0
45530,691,West Indies,New Zealand,0,101,8,7.67,Lauderhill,209,41,32.0
6670,85,Sri Lanka,Pakistan,0,28,10,6.22,Abu Dhabi,124,93,30.0
3238,37,New Zealand,Australia,0,128,2,7.18,Auckland,150,13,35.0
8747,103,Bangladesh,India,4,109,5,7.43,Colombo,166,32,34.0
47692,712,Australia,Pakistan,1,32,8,5.33,Dubai,89,84,32.0
53465,799,Pakistan,Bangladesh,0,0,10,0.0,Mirpur,190,119,31.0
47833,713,Pakistan,Australia,0,56,9,6.0,Dubai,151,64,32.0
6990,87,India,South Africa,0,164,6,10.25,Johannesburg,203,24,33.0
14522,195,Sri Lanka,Australia,0,47,8,6.41,Melbourne,142,76,28.0
7162,89,India,South Africa,2,33,9,9.0,Cape Town,172,98,27.0
24548,467,Bangladesh,South Africa,0,4,10,8.0,Cape Town,144,117,27.0
53970,804,West Indies,Pakistan,4,4,10,8.0,Mirpur,166,117,27.0
21692,435,Pakistan,New Zealand,1,146,4,7.62,Hamilton,163,5,27.0
33076,551,Australia,Pakistan,0,7,10,6.0,Melbourne,127,113,27.0
55119,815,South Africa,West Indies,1,71,8,10.92,Johannesburg,231,81,21.0
50803,749,South Africa,Pakistan,1,65,9,6.72,Dubai,150,62,21.0
50588,747,South Africa,Australia,4,86,4,5.73,Centurion,128,30,25.0
13380,161,West Indies,India,1,82,3,4.73,Kolkata,109,16,26.0
6671,85,Sri Lanka,Pakistan,1,29,10,6.21,Abu Dhabi,124,92,23.0
40258,625,Australia,India,1,57,9,8.34,Sydney,171,79,28.0
55141,815,South Africa,West Indies,4,125,8,12.3,Johannesburg,231,59,31.0
40563,629,South Africa,New Zealand,4,121,5,7.05,Wellington,147,17,35.0
30245,525,England,India,4,21,9,6.0,London,153,99,36.0
35381,573,New Zealand,England,2,116,7,7.48,St Lucia,149,27,36.0
33693,558,Australia,Pakistan,2,26,10,7.8,St Lucia,191,100,37.0
49703,739,Australia,England,2,152,4,8.52,Sydney,195,13,37.0
21373,432,New Zealand,West Indies,1,87,8,8.29,Mount Maunganui,238,57,38.0
47308,709,England,New Zealand,0,25,10,8.82,Auckland,214,103,38.0
2813,34,New Zealand,England,6,98,9,9.05,Wellington,196,55,38.0
30757,530,Pakistan,South Africa,0,48,8,7.38,Nottingham,149,81,39.0
28901,508,Australia,West Indies,1,38,7,5.56,London,169,79,41.0
57972,860,South Africa,Australia,4,29,10,10.88,Cape Town,178,104,44.0
53692,800,India,Australia,6,119,6,7.29,Mirpur,159,22,44.0
54652,809,Pakistan,South Africa,6,81,8,7.15,Cape Town,176,52,44.0
7544,92,Sri Lanka,India,0,24,7,5.33,Mumbai,135,93,44.0
3855,54,Bangladesh,Sri Lanka,1,134,5,7.66,Colombo,155,15,37.0
10860,139,Australia,India,4,84,7,7.2,Sydney,164,50,38.0
27775,495,Australia,West Indies,1,80,7,8.57,Barbados,97,64,42.0
12578,155,Pakistan,Australia,0,48,9,7.2,Abu Dhabi,155,80,40.0
7207,89,India,South Africa,1,85,8,7.73,Cape Town,172,54,40.0
22267,443,England,Australia,1,103,6,8.83,Southampton,179,50,40.0
10705,138,Australia,India,1,41,7,6.65,Melbourne,132,83,39.0
40186,624,Sri Lanka,Australia,1,125,5,8.06,Pallekele,157,27,39.0
53748,802,Sri Lanka,New Zealand,0,30,8,6.21,Chittagong,119,91,42.0
43102,659,India,Australia,1,9,10,7.71,Colombo,140,113,47.0
30350,526,England,West Indies,0,0,10,0.0,London,161,119,46.0
37052,587,Pakistan,New Zealand,4,64,8,7.84,Dubai,153,71,45.0
21169,423,Australia,India,1,140,8,9.23,Sydney,186,29,43.0
15607,224,Australia,South Africa,1,85,10,11.86,Cape Town,193,77,43.0
21173,423,Australia,India,1,144,8,9.09,Sydney,186,25,44.0
29373,515,South Africa,New Zealand,0,10,10,5.0,London,128,108,36.0
54591,809,Pakistan,South Africa,0,3,10,2.25,Cape Town,176,112,39.0
23116,450,South Africa,Australia,0,67,9,7.73,Johannesburg,201,68,38.0
52609,789,West Indies,India,0,16,10,3.84,Mirpur,129,95,35.0
45235,677,West Indies,Australia,4,65,10,10.83,Barbados,160,84,31.0
33788,558,Australia,Pakistan,2,185,5,9.82,St Lucia,191,7,31.0
30218,523,New Zealand,Pakistan,0,93,1,5.26,London,99,14,31.0
46463,699,New Zealand,England,1,38,9,9.91,London,201,97,32.0
5088,68,New Zealand,West Indies,6,157,9,11.92,Mount Maunganui,243,41,36.0
32720,548,New Zealand,Sri Lanka,1,23,10,6.9,Colombo,170,100,36.0
35220,572,Pakistan,South Africa,0,46,7,5.02,St Lucia,148,65,32.0
